"Twilight","Rise","Deleted","Marker","Inserted","Twilight3","Marker3"
2011-08-25 10:05:57,TRUE,FALSE,0,FALSE,2011-08-25 10:05:57,0
2011-08-26 00:13:09,FALSE,FALSE,0,FALSE,2011-08-26 00:13:09,0
2011-08-26 10:07:45,TRUE,FALSE,0,FALSE,2011-08-26 10:07:45,0
2011-08-26 23:59:08,FALSE,FALSE,0,FALSE,2011-08-26 23:59:08,0
2011-08-27 10:29:56,TRUE,FALSE,0,FALSE,2011-08-27 10:29:56,0
2011-08-27 23:51:08,FALSE,FALSE,0,FALSE,2011-08-27 23:51:08,0
2011-08-28 10:13:56,TRUE,FALSE,0,FALSE,2011-08-28 10:13:56,0
2011-08-29 00:09:20,FALSE,FALSE,0,FALSE,2011-08-29 00:09:20,0
2011-08-29 10:07:55,TRUE,FALSE,0,FALSE,2011-08-29 10:07:55,0
2011-08-29 23:55:23,FALSE,FALSE,0,FALSE,2011-08-29 23:55:23,0
2011-08-30 10:15:55,TRUE,FALSE,0,FALSE,2011-08-30 10:15:55,0
2011-08-31 00:07:07,FALSE,FALSE,0,FALSE,2011-08-31 00:07:07,0
2011-08-31 10:09:55,TRUE,FALSE,0,FALSE,2011-08-31 10:09:55,0
2011-09-01 00:07:06,FALSE,FALSE,0,FALSE,2011-09-01 00:07:06,0
2011-09-01 10:11:42,TRUE,FALSE,0,FALSE,2011-09-01 10:11:42,0
2011-09-02 00:05:06,FALSE,FALSE,0,FALSE,2011-09-02 00:05:06,0
2011-09-02 10:11:42,TRUE,FALSE,0,FALSE,2011-09-02 10:11:42,0
2011-09-02 23:57:06,FALSE,FALSE,0,FALSE,2011-09-02 23:57:06,0
2011-09-03 10:13:53,TRUE,FALSE,0,FALSE,2011-09-03 10:13:53,0
2011-09-03 23:59:05,FALSE,FALSE,0,FALSE,2011-09-03 23:59:05,0
2011-09-04 10:13:37,TRUE,FALSE,0,FALSE,2011-09-04 10:13:37,0
2011-09-04 23:59:05,FALSE,FALSE,0,FALSE,2011-09-04 23:59:05,0
2011-09-05 10:15:41,TRUE,FALSE,0,FALSE,2011-09-05 10:15:41,0
2011-09-05 23:55:05,FALSE,FALSE,0,FALSE,2011-09-05 23:55:05,0
2011-09-06 10:17:36,TRUE,FALSE,0,FALSE,2011-09-06 10:17:36,0
2011-09-06 23:55:04,FALSE,FALSE,0,FALSE,2011-09-06 23:55:04,0
2011-09-07 10:15:40,TRUE,FALSE,0,FALSE,2011-09-07 10:15:40,0
2011-09-07 23:55:04,FALSE,FALSE,0,FALSE,2011-09-07 23:55:04,0
2011-09-08 10:19:52,TRUE,FALSE,0,FALSE,2011-09-08 10:19:52,0
2011-09-08 23:51:21,FALSE,FALSE,0,FALSE,2011-09-08 23:51:21,0
2011-09-09 10:15:51,TRUE,FALSE,0,FALSE,2011-09-09 10:15:51,0
2011-09-09 23:51:03,FALSE,FALSE,0,FALSE,2011-09-09 23:51:03,0
2011-09-10 10:17:35,TRUE,FALSE,0,FALSE,2011-09-10 10:17:35,0
2011-09-10 23:51:03,FALSE,FALSE,0,FALSE,2011-09-10 23:51:03,0
2011-09-11 10:17:50,TRUE,FALSE,0,FALSE,2011-09-11 10:17:50,0
2011-09-11 23:49:14,FALSE,FALSE,0,FALSE,2011-09-11 23:49:14,0
2011-09-12 10:23:38,TRUE,FALSE,0,FALSE,2011-09-12 10:23:38,0
2011-09-12 23:47:02,FALSE,FALSE,0,FALSE,2011-09-12 23:47:02,0
2011-09-13 10:23:29,TRUE,FALSE,0,FALSE,2011-09-13 10:23:29,0
2011-09-13 23:45:02,FALSE,FALSE,0,FALSE,2011-09-13 23:45:02,0
2011-09-14 10:21:49,TRUE,FALSE,0,FALSE,2011-09-14 10:21:49,0
2011-09-14 23:43:01,FALSE,FALSE,0,FALSE,2011-09-14 23:43:01,0
2011-09-15 10:23:49,TRUE,FALSE,0,FALSE,2011-09-15 10:23:49,0
2011-09-15 23:41:01,FALSE,FALSE,0,FALSE,2011-09-15 23:41:01,0
2011-09-16 10:29:37,TRUE,FALSE,0,FALSE,2011-09-16 10:29:37,0
2011-09-16 23:31:00,FALSE,FALSE,0,FALSE,2011-09-16 23:31:00,0
2011-09-17 10:29:48,TRUE,FALSE,0,FALSE,2011-09-17 10:29:48,0
2011-09-17 23:31:00,FALSE,FALSE,0,FALSE,2011-09-17 23:31:00,0
2011-09-18 10:29:48,TRUE,FALSE,0,FALSE,2011-09-18 10:29:48,0
2011-09-18 23:33:00,FALSE,FALSE,0,FALSE,2011-09-18 23:33:00,0
2011-09-19 10:25:47,TRUE,FALSE,0,FALSE,2011-09-19 10:25:47,0
2011-09-19 23:32:59,FALSE,FALSE,0,FALSE,2011-09-19 23:32:59,0
2011-09-20 10:25:47,TRUE,FALSE,0,FALSE,2011-09-20 10:25:47,0
2011-09-20 23:29:11,FALSE,FALSE,0,FALSE,2011-09-20 23:29:11,0
2011-09-21 10:29:47,TRUE,FALSE,0,FALSE,2011-09-21 10:29:47,0
2011-09-21 23:32:58,FALSE,FALSE,0,FALSE,2011-09-21 23:32:58,0
2011-09-22 10:31:46,TRUE,FALSE,0,FALSE,2011-09-22 10:31:46,0
2011-09-22 23:26:58,FALSE,FALSE,0,FALSE,2011-09-22 23:26:58,0
2011-09-23 10:29:46,TRUE,FALSE,0,FALSE,2011-09-23 10:29:46,0
2011-09-23 23:28:58,FALSE,FALSE,0,FALSE,2011-09-23 23:28:58,0
2011-09-24 10:35:46,TRUE,FALSE,0,FALSE,2011-09-24 10:35:46,0
2011-09-24 23:21:09,FALSE,FALSE,0,FALSE,2011-09-24 23:21:09,0
2011-09-25 10:35:45,TRUE,FALSE,0,FALSE,2011-09-25 10:35:45,0
2011-09-25 23:20:57,FALSE,FALSE,0,FALSE,2011-09-25 23:20:57,0
2011-09-26 10:39:45,TRUE,FALSE,0,FALSE,2011-09-26 10:39:45,0
2011-09-26 23:18:57,FALSE,FALSE,0,FALSE,2011-09-26 23:18:57,0
2011-09-27 10:33:44,TRUE,FALSE,0,FALSE,2011-09-27 10:33:44,0
2011-09-27 23:24:56,FALSE,FALSE,0,FALSE,2011-09-27 23:24:56,0
2011-09-28 10:33:44,TRUE,FALSE,0,FALSE,2011-09-28 10:33:44,0
2011-09-28 23:19:15,FALSE,FALSE,0,FALSE,2011-09-28 23:19:15,0
2011-09-29 10:35:44,TRUE,FALSE,0,FALSE,2011-09-29 10:35:44,0
2011-09-29 23:22:55,FALSE,FALSE,0,FALSE,2011-09-29 23:22:55,0
2011-09-30 10:37:31,TRUE,FALSE,0,FALSE,2011-09-30 10:37:31,0
2011-09-30 23:18:55,FALSE,FALSE,0,FALSE,2011-09-30 23:18:55,0
2011-10-01 10:37:43,TRUE,FALSE,0,FALSE,2011-10-01 10:37:43,0
2011-10-01 23:18:55,FALSE,FALSE,0,FALSE,2011-10-01 23:18:55,0
2011-10-02 10:37:27,TRUE,FALSE,0,FALSE,2011-10-02 10:37:27,0
2011-10-02 23:22:54,FALSE,FALSE,0,FALSE,2011-10-02 23:22:54,0
2011-10-03 10:35:30,TRUE,FALSE,0,FALSE,2011-10-03 10:35:30,0
2011-10-03 23:14:54,FALSE,FALSE,0,FALSE,2011-10-03 23:14:54,0
2011-10-04 10:39:30,TRUE,FALSE,0,FALSE,2011-10-04 10:39:30,0
2011-10-04 23:15:06,FALSE,FALSE,0,FALSE,2011-10-04 23:15:06,0
2011-10-05 10:41:29,TRUE,FALSE,0,FALSE,2011-10-05 10:41:29,0
2011-10-05 23:12:53,FALSE,FALSE,0,FALSE,2011-10-05 23:12:53,0
2011-10-06 10:41:41,TRUE,FALSE,0,FALSE,2011-10-06 10:41:41,0
2011-10-06 23:12:53,FALSE,FALSE,0,FALSE,2011-10-06 23:12:53,0
2011-10-07 10:41:41,TRUE,FALSE,0,FALSE,2011-10-07 10:41:41,0
2011-10-07 23:09:08,FALSE,FALSE,0,FALSE,2011-10-07 23:09:08,0
2011-10-08 10:41:24,TRUE,FALSE,0,FALSE,2011-10-08 10:41:24,0
2011-10-08 23:04:52,FALSE,FALSE,0,FALSE,2011-10-08 23:04:52,0
2011-10-09 10:43:40,TRUE,FALSE,0,FALSE,2011-10-09 10:43:40,0
2011-10-09 23:02:52,FALSE,FALSE,0,FALSE,2011-10-09 23:02:52,0
2011-10-10 10:45:40,TRUE,FALSE,0,FALSE,2011-10-10 10:45:40,0
2011-10-10 22:59:03,FALSE,FALSE,0,FALSE,2011-10-10 22:59:03,0
2011-10-11 10:53:39,TRUE,FALSE,0,FALSE,2011-10-11 10:53:39,0
2011-10-11 22:59:09,FALSE,FALSE,0,FALSE,2011-10-11 22:59:09,0
2011-10-12 10:49:23,TRUE,FALSE,0,FALSE,2011-10-12 10:49:23,0
2011-10-12 23:00:51,FALSE,FALSE,0,FALSE,2011-10-12 23:00:51,0
2011-10-13 10:45:38,TRUE,FALSE,0,FALSE,2011-10-13 10:45:38,0
2011-10-13 23:01:02,FALSE,FALSE,0,FALSE,2011-10-13 23:01:02,0
2011-10-14 10:47:26,TRUE,FALSE,0,FALSE,2011-10-14 10:47:26,0
2011-10-14 23:01:02,FALSE,FALSE,0,FALSE,2011-10-14 23:01:02,0
2011-10-15 10:47:26,TRUE,FALSE,0,FALSE,2011-10-15 10:47:26,0
2011-10-15 22:58:49,FALSE,FALSE,0,FALSE,2011-10-15 22:58:49,0
2011-10-16 10:47:37,TRUE,FALSE,0,FALSE,2011-10-16 10:47:37,0
2011-10-16 22:57:09,FALSE,FALSE,0,FALSE,2011-10-16 22:57:09,0
2011-10-17 10:49:25,TRUE,FALSE,0,FALSE,2011-10-17 10:49:25,0
2011-10-17 22:55:01,FALSE,FALSE,0,FALSE,2011-10-17 22:55:01,0
2011-10-18 10:47:24,TRUE,FALSE,0,FALSE,2011-10-18 10:47:24,0
2011-10-18 22:47:00,FALSE,FALSE,0,FALSE,2011-10-18 22:47:00,0
2011-10-19 10:57:36,TRUE,FALSE,0,FALSE,2011-10-19 10:57:36,0
2011-10-19 22:52:48,FALSE,FALSE,0,FALSE,2011-10-19 22:52:48,0
2011-10-20 10:53:24,TRUE,FALSE,0,FALSE,2011-10-20 10:53:24,0
2011-10-20 22:53:00,FALSE,FALSE,0,FALSE,2011-10-20 22:53:00,0
2011-10-21 10:55:23,TRUE,FALSE,0,FALSE,2011-10-21 10:55:23,0
2011-10-21 22:53:03,FALSE,FALSE,0,FALSE,2011-10-21 22:53:03,0
2011-10-22 10:55:35,TRUE,FALSE,0,FALSE,2011-10-22 10:55:35,0
2011-10-22 22:48:47,FALSE,FALSE,0,FALSE,2011-10-22 22:48:47,0
2011-10-23 10:51:35,TRUE,FALSE,0,FALSE,2011-10-23 10:51:35,0
2011-10-23 23:00:46,FALSE,FALSE,0,FALSE,2011-10-23 23:00:46,0
2011-10-24 11:07:14,TRUE,FALSE,0,FALSE,2011-10-24 11:07:14,0
2011-10-24 23:06:46,FALSE,FALSE,0,FALSE,2011-10-24 23:06:46,0
2011-10-25 11:07:22,TRUE,FALSE,0,FALSE,2011-10-25 11:07:22,0
2011-10-25 23:13:05,FALSE,FALSE,0,FALSE,2011-10-25 23:13:05,0
2011-10-26 11:09:33,TRUE,FALSE,0,FALSE,2011-10-26 11:09:33,0
2011-10-26 23:12:45,FALSE,FALSE,0,FALSE,2011-10-26 23:12:45,0
2011-10-27 11:07:33,TRUE,FALSE,0,FALSE,2011-10-27 11:07:33,0
2011-10-27 23:04:57,FALSE,FALSE,0,FALSE,2011-10-27 23:04:57,0
2011-10-28 11:09:33,TRUE,FALSE,0,FALSE,2011-10-28 11:09:33,0
2011-10-28 22:54:45,FALSE,FALSE,0,FALSE,2011-10-28 22:54:45,0
2011-10-29 11:13:20,TRUE,FALSE,0,FALSE,2011-10-29 11:13:20,0
2011-10-29 22:57:00,FALSE,FALSE,0,FALSE,2011-10-29 22:57:00,0
2011-10-30 11:15:16,TRUE,FALSE,0,FALSE,2011-10-30 11:15:16,0
2011-10-30 23:02:56,FALSE,FALSE,0,FALSE,2011-10-30 23:02:56,0
2011-10-31 11:17:20,TRUE,FALSE,0,FALSE,2011-10-31 11:17:20,0
2011-10-31 23:06:59,FALSE,FALSE,0,FALSE,2011-10-31 23:06:59,0
2011-11-01 11:11:31,TRUE,FALSE,0,FALSE,2011-11-01 11:11:31,0
2011-11-01 23:05:01,FALSE,FALSE,0,FALSE,2011-11-01 23:05:01,0
2011-11-02 11:11:19,TRUE,FALSE,0,FALSE,2011-11-02 11:11:19,0
2011-11-02 23:05:04,FALSE,FALSE,0,FALSE,2011-11-02 23:05:04,0
2011-11-03 11:09:14,TRUE,FALSE,0,FALSE,2011-11-03 11:09:14,0
2011-11-03 23:04:42,FALSE,FALSE,0,FALSE,2011-11-03 23:04:42,0
2011-11-04 11:07:30,TRUE,FALSE,0,FALSE,2011-11-04 11:07:30,0
2011-11-04 23:04:42,FALSE,FALSE,0,FALSE,2011-11-04 23:04:42,0
2011-11-05 11:11:30,TRUE,FALSE,0,FALSE,2011-11-05 11:11:30,0
2011-11-05 23:04:42,FALSE,FALSE,0,FALSE,2011-11-05 23:04:42,0
2011-11-06 11:09:17,TRUE,FALSE,0,FALSE,2011-11-06 11:09:17,0
2011-11-06 23:06:41,FALSE,FALSE,0,FALSE,2011-11-06 23:06:41,0
2011-11-07 11:09:11,TRUE,FALSE,0,FALSE,2011-11-07 11:09:11,0
2011-11-07 23:06:41,FALSE,FALSE,0,FALSE,2011-11-07 23:06:41,0
2011-11-08 11:07:29,TRUE,FALSE,0,FALSE,2011-11-08 11:07:29,0
2011-11-08 23:04:52,FALSE,FALSE,0,FALSE,2011-11-08 23:04:52,0
2011-11-09 11:09:28,TRUE,FALSE,0,FALSE,2011-11-09 11:09:28,0
2011-11-09 23:06:40,FALSE,FALSE,0,FALSE,2011-11-09 23:06:40,0
2011-11-10 11:07:28,TRUE,FALSE,0,FALSE,2011-11-10 11:07:28,0
2011-11-10 23:02:52,FALSE,FALSE,0,FALSE,2011-11-10 23:02:52,0
2011-11-11 11:09:15,TRUE,FALSE,0,FALSE,2011-11-11 11:09:15,0
2011-11-11 23:04:51,FALSE,FALSE,0,FALSE,2011-11-11 23:04:51,0
2011-11-12 11:13:15,TRUE,FALSE,0,FALSE,2011-11-12 11:13:15,0
2011-11-12 23:04:51,FALSE,FALSE,0,FALSE,2011-11-12 23:04:51,0
2011-11-13 11:11:27,TRUE,FALSE,0,FALSE,2011-11-13 11:11:27,0
2011-11-13 23:04:50,FALSE,FALSE,0,FALSE,2011-11-13 23:04:50,0
2011-11-14 11:13:08,TRUE,FALSE,0,FALSE,2011-11-14 11:13:08,0
2011-11-14 23:04:38,FALSE,FALSE,0,FALSE,2011-11-14 23:04:38,0
2011-11-15 11:11:26,TRUE,FALSE,0,FALSE,2011-11-15 11:11:26,0
2011-11-15 23:02:50,FALSE,FALSE,0,FALSE,2011-11-15 23:02:50,0
2011-11-16 11:11:26,TRUE,FALSE,0,FALSE,2011-11-16 11:11:26,0
2011-11-16 23:04:49,FALSE,FALSE,0,FALSE,2011-11-16 23:04:49,0
